word, absfrequency, relfrequency
board,5,0.01
boards,5,0.01
boss,5,0.01
brash,5,0.01
breathe,5,0.01
brush,5,0.01
bully,5,0.01
bundle,5,0.01
buttons,5,0.01
cabins,5,0.01
case-knives,5,0.01
cash,5,0.01
chains,5,0.01
changing,5,0.01
channel,5,0.01
compliance,5,0.01
corn-pone,5,0.01
corpse,5,0.01
course;,5,0.01
crowded,5,0.01
cuss,5,0.01
dad,5,0.01
danger,5,0.01
daybreak,5,0.01
dern,5,0.01
dese,5,0.01
digging,5,0.01
do;,5,0.01
dodged,5,0.01
doin,5,0.01
door;,5,0.01
doors,5,0.01
double,5,0.01
dowling,5,0.01
dukes,5,0.01
dumb,5,0.01
ear,5,0.01
elexander,5,0.01
expecting,5,0.01
faces,5,0.01
fall,5,0.01
farmers,5,0.01
file,5,0.01
finding,5,0.01
first-rate,5,0.01
flat,5,0.01
fooled,5,0.01
forehead,5,0.01
forever,5,0.01
form,5,0.01
fortune,5,0.01
forward,5,0.01
garrick,5,0.01
gaudy,5,0.01
gentle,5,0.01
gives,5,0.01
grateful,5,0.01
graveyard,5,0.01
greasy,5,0.01
green,5,0.01
hairy,5,0.01
handle,5,0.01
harem,5,0.01
hasn,5,0.01
haul,5,0.01
heap,5,0.01
henry,5,0.01
hiding,5,0.01
hit,5,0.01
hog,5,0.01
hooker,5,0.01
howl,5,0.01
hug,5,0.01
hund,5,0.01
inscriptions,5,0.01
interest,5,0.01
islan,5,0.01
journal,5,0.01
lamp,5,0.01
laughing,5,0.01
leaving,5,0.01
less,5,0.01
levi,5,0.01
lick,5,0.01
limited,5,0.01
lively,5,0.01
lord,5,0.01
lowed,5,0.01
lynch,5,0.01
ma,5,0.01
manage,5,0.01
marks,5,0.01
mayn,5,0.01
meant,5,0.01
medium,5,0.01
minute;,5,0.01
mississippi,5,0.01
month,5,0.01
moses,5,0.01
murder,5,0.01
murdered,5,0.01
music,5,0.01
nailed,5,0.01
named,5,0.01
necks,5,0.01
needle,5,0.01
neighbors,5,0.01
noble,5,0.01
north,5,0.01
nuffn,5,0.01
one-horse,5,0.01
opinion,5,0.01
parson,5,0.01
pint,5,0.01
plans,5,0.01
plantation,5,0.01
pleased,5,0.01
plug,5,0.01
pockets,5,0.01
posted,5,0.01
power,5,0.01
racket,5,0.01
rafts,5,0.01
rail,5,0.01
raising,5,0.01
rascal,5,0.01
rattlesnake,5,0.01
rattling,5,0.01
reached,5,0.01
reasonable,5,0.01
received,5,0.01
replacement,5,0.01
ridge,5,0.01
river;,5,0.01
rocks,5,0.01
roll,5,0.01
rotten,5,0.01
sailing,5,0.01
sake,5,0.01
sand,5,0.01
scattered,5,0.01
seconds,5,0.01
servants,5,0.01
settle,5,0.01
several,5,0.01
sha,5,0.01
shining,5,0.01
showing,5,0.01
sin,5,0.01
single,5,0.01
skin,5,0.01
skipped,5,0.01
slave,5,0.01
slavery,5,0.01
slick,5,0.01
smiling,5,0.01
smouch,5,0.01
sore,5,0.01
sounds,5,0.01
spell,5,0.01
spirit,5,0.01
spirits,5,0.01
squeeze,5,0.01
stage,5,0.01
stairs,5,0.01
stared,5,0.01
stealing,5,0.01
stomach,5,0.01
streets,5,0.01
stretch,5,0.01
string,5,0.01
sunk,5,0.01
support,5,0.01
suspicion,5,0.01
swear,5,0.01
tall,5,0.01
thirty-five,5,0.01
thirty-seven,5,0.01
thous,5,0.01
throat,5,0.01
tragedy,5,0.01
tramp,5,0.01
trip,5,0.01
unless,5,0.01
using,5,0.01
vittles,5,0.01
way:,5,0.01
whack,5,0.01
whisper,5,0.01
willow,5,0.01
working,5,0.01
worst,5,0.01
writing,5,0.01
yarn,5,0.01
-----,4,0.01
000,4,0.01
8,4,0.01
[illustration:,4,0.01
_done_,4,0.01
_everything_,4,0.01
_had_,4,0.01
_he,4,0.01
_tell_,4,0.01
_that,4,0.01
_them_,4,0.01
_these_,4,0.01
_think_,4,0.01
_we_,4,0.01
_who_,4,0.01
a-goin,4,0.01
a-sayin,4,0.01
a-standing,4,0.01
acrost,4,0.01
actuly,4,0.01
additional,4,0.01
advantage,4,0.01
afire,4,0.01
afterwards,4,0.01
agin,4,0.01
aground,4,0.01
alike,4,0.01
along;,4,0.01
anyway;,4,0.01
anyways,4,0.01
apron,4,0.01
arter,4,0.01
ash-hopper,4,0.01
ast,4,0.01
author,4,0.01
average,4,0.01
awkward,4,0.01
awluz,4,0.01
baldhead,4,0.01
balum,4,0.01
barrel,4,0.01
barrels,4,0.01
basket,4,0.01
began,4,0.01
behine,4,0.01
belonged,4,0.01
bench,4,0.01
blest,4,0.01
boats,4,0.01
boom,4,0.01
bothered,4,0.01
bots,4,0.01
brains,4,0.01
breaking,4,0.01
breeze,4,0.01
brer,4,0.01
build,4,0.01
bullet,4,0.01
buried,4,0.01
burning,4,0.01
calf,4,0.01
calling,4,0.01
calls,4,0.01
cannot,4,0.01
carcass,4,0.01
carpet-bags,4,0.01
carrying,4,0.01
case,4,0.01
case-knife,4,0.01
catfish,4,0.01
cattle,4,0.01
chained,4,0.01
chalk,4,0.01
chased,4,0.01
cleaned,4,0.01
cler,4,0.01
climb,4,0.01
clip,4,0.01
coarse,4,0.01
comb,4,0.01
coming;,4,0.01
considable,4,0.01
contact,4,0.01
copying,4,0.01
corn,4,0.01
cottonwood,4,0.01
cover,4,0.01
covered,4,0.01
coward,4,0.01
crawling,4,0.01
creating,4,0.01
cretur,4,0.01
crippled,4,0.01
cross,4,0.01
cubby,4,0.01
damages,4,0.01
daughter,4,0.01
dawn,4,0.01
did;,4,0.01
dirty,4,0.01
disappointed,4,0.01
diseased,4,0.01
displaying,4,0.01
distance,4,0.01
dodge,4,0.01
donate,4,0.01
dragged,4,0.01
drank,4,0.01
drat,4,0.01
drawed,4,0.01
drink,4,0.01
drive,4,0.01
drops,4,0.01
duty,4,0.01
eating,4,0.01
editions,4,0.01
elbow,4,0.01
else;,4,0.01
empty,4,0.01
ers,4,0.01
evasion,4,0.01
everything;,4,0.01
everywheres,4,0.01
expenses,4,0.01
explanation,4,0.01
facts,4,0.01
farm,4,0.01
fate,4,0.01
fees,4,0.01
fess,4,0.01
fight,4,0.01
fingers,4,0.01
fitten,4,0.01
flash,4,0.01
flour,4,0.01
fly,4,0.01
folded,4,0.01
forgit,4,0.01
format,4,0.01
fourth,4,0.01
fraud,4,0.01
freedom,4,0.01
freely,4,0.01
fren,4,0.01
french,4,0.01
frills,4,0.01
frocks,4,0.01
fuss,4,0.01
fust,4,0.01
game,4,0.01
gap,4,0.01
generous,4,0.01
genies,4,0.01
glided,4,0.01
gliding,4,0.01
glimpse,4,0.01
goo-gooing,4,0.01
grangerford,4,0.01
hacked,4,0.01
hamlet,4,0.01
han,4,0.01
hats,4,0.01
heave,4,0.01
heaven,4,0.01
here;,4,0.01
hey,4,0.01
hitch,4,0.01
hobson,4,0.01
holder,4,0.01
hotchkiss,4,0.01
hound,4,0.01
house;,4,0.01
humble,4,0.01
hundreds,4,0.01
hunk,4,0.01
hurry;,4,0.01
i--,4,0.01
idiot,4,0.01
inch,4,0.01
indian,4,0.01
individual,4,0.01
invent,4,0.01
it--and,4,0.01
jings,4,0.01
joined,4,0.01
joking,4,0.01
journey,4,0.01
killin,4,0.01
knowing,4,0.01
ladies,4,0.01
lake,4,0.01
lap,4,0.01
las,4,0.01
leaning,4,0.01
learnt,4,0.01
left-hand,4,0.01
lift,4,0.01
located,4,0.01
lunch,4,0.01
married,4,0.01
marry,4,0.01
masks,4,0.01
mate,4,0.01
me-yow,4,0.01
meaning,4,0.01
mentioned,4,0.01
met,4,0.01
mightn,4,0.01
mill,4,0.01
miserable,4,0.01
mission,4,0.01
missus,4,0.01
mixed-up,4,0.01
mornin,4,0.01
mourners,4,0.01
mouths,4,0.01
mysterious,4,0.01
nail,4,0.01
nap,4,0.01
nest,4,0.01
nostrils,4,0.01
number,4,0.01
oar,4,0.01
oath,4,0.01
office,4,0.01
ohio,4,0.01
oldest,4,0.01
online,4,0.01
order,4,0.01
ouch,4,0.01
ourn,4,0.01
outrageous,4,0.01
owned,4,0.01
owns,4,0.01
pans,4,0.01
peace,4,0.01
pencil,4,0.01
perfect,4,0.01
persons,4,0.01
petting,4,0.01
pew,4,0.01
pewter,4,0.01
phrase,4,0.01
pies,4,0.01
piled,4,0.01
pirate,4,0.01
pirates,4,0.01
pison,4,0.01
planks,4,0.01
point,4,0.01
poke,4,0.01
pore,4,0.01
price,4,0.01
prime,4,0.01
principal,4,0.01
prison,4,0.01
promise,4,0.01
prove,4,0.01
provided,4,0.01
providing,4,0.01
pulling,4,0.01
quality,4,0.01
raft;,4,0.01
reading,4,0.01
requirements,4,0.01
res,4,0.01
resting,4,0.01
riding,4,0.01
roof,4,0.01
rot,4,0.01
roust,4,0.01
sale,4,0.01
sally;,4,0.01
satisfactory,4,0.01
sawdust,4,0.01
scare,4,0.01
scoop,4,0.01
scream,4,0.01
sees,4,0.01
servant-girl,4,0.01
settled,4,0.01
shade,4,0.01
shame,4,0.01
shanty,4,0.01
share,4,0.01
sheep,4,0.01
sheets,4,0.01
sheffield,4,0.01
sho,4,0.01
shoot,4,0.01
silent,4,0.01
silver,4,0.01
sir;,4,0.01
sisters,4,0.01
site,4,0.01
size,4,0.01
skift,4,0.01
sleeping,4,0.01
sliding,4,0.01
sling,4,0.01
sly,4,0.01
smashed,4,0.01
smile,4,0.01
smoking,4,0.01
sobbing,4,0.01
solomon,4,0.01
som,4,0.01
sorrowful,4,0.01
soul,4,0.01
souls,4,0.01
special,4,0.01
spend,4,0.01
spos,4,0.01
stabboard,4,0.01
stack,4,0.01
stateroom,4,0.01
status,4,0.01
steamboats,4,0.01
stepped,4,0.01
stooped,4,0.01
stopping,4,0.01
strong,4,0.01
summer,4,0.01
sundays,4,0.01
sundown,4,0.01
swarmed,4,0.01
tackled,4,0.01
tale,4,0.01
tanyard,4,0.01
tar,4,0.01
territory,4,0.01
thank,4,0.01
thar,4,0.01
thing;,4,0.01
throws,4,0.01
tilted,4,0.01
tire,4,0.01
tobacker,4,0.01
trash,4,0.01
travel,4,0.01
trial,4,0.01
trouble;,4,0.01
tucked,4,0.01
twenty-five,4,0.01
twisted,4,0.01
up-stream,4,0.01
usual,4,0.01
voices,4,0.01
vote,4,0.01
wagons,4,0.01
waiting,4,0.01
waves,4,0.01
whar,4,0.01
wheel,4,0.01
wher,4,0.01
whoops,4,0.01
wicked,4,0.01
widder,4,0.01
williams,4,0.01
willing,4,0.01
window-hole,4,0.01
wise,4,0.01
with;,4,0.01
within,4,0.01
woke,4,0.01
wrist,4,0.01
wunst,4,0.01
xvi,4,0.01
younger,4,0.01
&,3,0.01
--how,3,0.01
32325,3,0.01
5,3,0.01
7,3,0.01
9,3,0.01
_again_,3,0.01
_amen,3,0.01
_another_,3,0.01
_bang,3,0.01
_can,3,0.01
_can_,3,0.01
_didn,3,0.01
_has_,3,0.01
_help_,3,0.01
_her_,3,0.01
_how_,3,0.01
_jim_,3,0.01
_know_,3,0.01
_let,3,0.01
_make_,3,0.01
_man,3,0.01
_man_,3,0.01
_must_,3,0.01
_right_,3,0.01
_the,3,0.01
_then_,3,0.01
_they,3,0.01
_warn,3,0.01
_will_,3,0.01
_wouldn,3,0.01
_wuz_,3,0.01
_you,3,0.01
a--,3,0.01
a-biling,3,0.01
a-hold,3,0.01
a-looking,3,0.01
a-near,3,0.01
a-stannin,3,0.01
ab,3,0.01
abroad,3,0.01
acknowledge,3,0.01
afford,3,0.01
ago;,3,0.01
aimed,3,0.01
allow,3,0.01
almost,3,0.01
altogether,3,0.01
american,3,0.01
angel,3,0.01
another;,3,0.01
answer;,3,0.01
anxious,3,0.01
anyhow,3,0.01
anywheres,3,0.01
apart,3,0.01
applicable,3,0.01
astonished,3,0.01
astonishing,3,0.01
attempting,3,0.01
bacon,3,0.01
balcony,3,0.01
ball,3,0.01
bartley,3,0.01
becuz,3,0.01
beds,3,0.01
bees,3,0.01
behave,3,0.01
benches,3,0.01
better;,3,0.01
biggest,3,0.01
bird,3,0.01
blazing,3,0.01
blessed,3,0.01
blind,3,0.01
blubbering,3,0.01
bluff,3,0.01
bobbing,3,0.01
bottle,3,0.01
bottles,3,0.01
bowed,3,0.01
brace,3,0.01
brave,3,0.01
breed,3,0.01
bridle,3,0.01
buckskin,3,0.01
bud,3,0.01
bullets,3,0.01
bunch,3,0.01
bush,3,0.01
business;,3,0.01
camels,3,0.01
cane,3,0.01
cannon,3,0.01
cared,3,0.01
careful,3,0.01
carpet,3,0.01
carpet-bag,3,0.01
cats,3,0.01
celebrated,3,0.01
cert,3,0.01
chanst,3,0.01
charged,3,0.01
chaws,3,0.01
chicken,3,0.01
chickens,3,0.01
chief,3,0.01
chills,3,0.01
china,3,0.01
chipped,3,0.01
choose,3,0.01
cincinnati,3,0.01
ciphered,3,0.01
clouded,3,0.01
clown,3,0.01
coffee-pot,3,0.01
colonel,3,0.01
color,3,0.01
comfort,3,0.01
complying,3,0.01
condition,3,0.01
confidence,3,0.01
confound,3,0.01
consider,3,0.01
considerble,3,0.01
constant,3,0.01
cooking,3,0.01
correct,3,0.01
costs,3,0.01
cottonwoods,3,0.01
could;,3,0.01
cousin,3,0.01
cowards,3,0.01
cowhide,3,0.01
cracking,3,0.01
cramped,3,0.01
created,3,0.01
creek,3,0.01
creeping,3,0.01
crockery,3,0.01
cry;,3,0.01
curled,3,0.01
cylinder-head,3,0.01
damp,3,0.01
dangersome,3,0.01
dark;,3,0.01
dauphin,3,0.01
day;,3,0.01
deacon,3,0.01
dead-beats,3,0.01
decide,3,0.01
defect,3,0.01
defective,3,0.01
deny,3,0.01
derivative,3,0.01
despised,3,0.01
devils,3,0.01
di,3,0.01
dialect;,3,0.01
dime,3,0.01
dining-room,3,0.01
disclaimer,3,0.01
dismal,3,0.01
distressed,3,0.01
distributed,3,0.01
disturb,3,0.01
does;,3,0.01
doggery,3,0.01
douglas,3,0.01
dout,3,0.01
down-stairs,3,0.01
dragging,3,0.01
driftwood,3,0.01
dropping,3,0.01
drury,3,0.01
earnest,3,0.01
ears,3,0.01
earth,3,0.01
easier,3,0.01
edmund,3,0.01
efforts,3,0.01
elder,3,0.01
elegant,3,0.01
email,3,0.01
english,3,0.01
enough;,3,0.01
entity,3,0.01
equipment,3,0.01
estate,3,0.01
et,3,0.01
evenin,3,0.01
everybody;,3,0.01
exact,3,0.01
exactly,3,0.01
expect,3,0.01
expense,3,0.01
fagged,3,0.01
families,3,0.01
farmer,3,0.01
faster,3,0.01
fed,3,0.01
fences,3,0.01
fer,3,0.01
ferry,3,0.01
ferry-landing,3,0.01
fetching,3,0.01
fidgety,3,0.01
fished,3,0.01
fist,3,0.01
flew,3,0.01
flies,3,0.01
flying,3,0.01
forked,3,0.01
forwards,3,0.01
foun,3,0.01
fox-fire,3,0.01
frame,3,0.01
friendly,3,0.01
frog,3,0.01
froze,3,0.01
funny,3,0.01
furnish,3,0.01
future,3,0.01
garret,3,0.01
glide,3,0.01
good-by,3,0.01
grit,3,0.01
guard,3,0.01
hail,3,0.01
hall,3,0.01
handbill,3,0.01
handed,3,0.01
handiest,3,0.01
handkerchief,3,0.01
harkness,3,0.01
harrow,3,0.01
hatchet,3,0.01
heading,3,0.01
healthy,3,0.01
heaps,3,0.01
hearn,3,0.01
hearts,3,0.01
hearty,3,0.01
heel,3,0.01
her;,3,0.01
hillside,3,0.01
hines,3,0.01
hint,3,0.01
history,3,0.01
histrionic,3,0.01
hive,3,0.01
honor,3,0.01
hook,3,0.01
hop,3,0.01
hopped,3,0.01
hornback,3,0.01
hotter,3,0.01
hounds,3,0.01
howling,3,0.01
huffy,3,0.01
hump,3,0.01
husky,3,0.01
idea;,3,0.01
idiotic,3,0.01
imitate,3,0.01
impudent,3,0.01
inches,3,0.01
included,3,0.01
inquire,3,0.01
inscription,3,0.01
instead,3,0.01
interested,3,0.01
is;,3,0.01
it--you,3,0.01
itch,3,0.01
itching,3,0.01
iv,3,0.01
jacket,3,0.01
jake,3,0.01
jam,3,0.01
james,3,0.01
jeans,3,0.01
jerked,3,0.01
jew,3,0.01
joke,3,0.01
jokes,3,0.01
judgment,3,0.01
jumping,3,0.01
keeps,3,0.01
ketch,3,0.01
ketched,3,0.01
kind;,3,0.01
king:,3,0.01
king;,3,0.01
kneeled,3,0.01
knock,3,0.01
knocking,3,0.01
l,3,0.01
lambs,3,0.01
lane,3,0.01
large,3,0.01
last;,3,0.01
lath,3,0.01
lawsuit,3,0.01
leading,3,0.01
leaf,3,0.01
leaned,3,0.01
learning,3,0.01
leastways,3,0.01
lecture,3,0.01
len,3,0.01
length,3,0.01
liability,3,0.01
lickings,3,0.01
likes,3,0.01
limb,3,0.01
limitation,3,0.01
lined,3,0.01
links,3,0.01
list,3,0.01
livers,3,0.01
lize,3,0.01
ll--,3,0.01
ll_,3,0.01
load,3,0.01
loved,3,0.01
lucky,3,0.01
lump,3,0.01
lynching,3,0.01
mad;,3,0.01
mam,3,0.01
man;,3,0.01
march,3,0.01
match,3,0.01
mawnin,3,0.01
meddling,3,0.01
memory,3,0.01
middling,3,0.01
midnight;,3,0.01
mind;,3,0.01
mix,3,0.01
moaning,3,0.01
mob,3,0.01
monds,3,0.01
moral,3,0.01
morning;,3,0.01
motioned,3,0.01
motto,3,0.01
mourning,3,0.01
mud,3,0.01
murderers,3,0.01
mysef,3,0.01
myself;,3,0.01
narrow,3,0.01
naturally,3,0.01
necessity,3,0.01
needed,3,0.01
nichols,3,0.01
niece,3,0.01
nigger;,3,0.01
nineteen,3,0.01
nly,3,0.01
nowheres,3,0.01
nt,3,0.01
numskull,3,0.01
nuts,3,0.01
objections,3,0.01
obtain,3,0.01
odd,3,0.01
offer,3,0.01
official,3,0.01
on_,3,0.01
or--,3,0.01
orders,3,0.01
outrun,3,0.01
over;,3,0.01
paddling,3,0.01
pallet,3,0.01
paragraphs,3,0.01
partly,3,0.01
parts,3,0.01
patience,3,0.01
paying,3,0.01
payments,3,0.01
peg,3,0.01
people;,3,0.01
performing,3,0.01
picked,3,0.01
pig,3,0.01
piling,3,0.01
pine,3,0.01
pipes,3,0.01
pitiful,3,0.01
place;,3,0.01
plank,3,0.01
planned,3,0.01
playing,3,0.01
pointed,3,0.01
pork,3,0.01
post-office,3,0.01
poured,3,0.01
preach,3,0.01
print,3,0.01
procession,3,0.01
produced,3,0.01
profits,3,0.01
promised,3,0.01
protect,3,0.01
prowling,3,0.01
puts,3,0.01
rabbit,3,0.01
ragged,3,0.01
raging,3,0.01
ransacked,3,0.01
rascals,3,0.01
ratty,3,0.01
reaching,3,0.01
really,3,0.01
reasons,3,0.01
receipt,3,0.01
receive,3,0.01
record,3,0.01
relations,3,0.01
remainders,3,0.01
representing,3,0.01
rested,3,0.01
return,3,0.01
right--i,3,0.01
rightful,3,0.01
ripped,3,0.01
ripping,3,0.01
rips,3,0.01
roared,3,0.01
robbed,3,0.01
roofed,3,0.01
roosting,3,0.01
rules,3,0.01
rushed,3,0.01
rusty,3,0.01
sassed,3,0.01
satisfaction,3,0.01
satisfied;,3,0.01
say;,3,0.01
scrape,3,0.01
scratched,3,0.01
screaming,3,0.01
search,3,0.01
seat,3,0.01
seats,3,0.01
secrets,3,0.01
seed,3,0.01
seegars,3,0.01
sence,3,0.01
sermon,3,0.01
sets,3,0.01
setting-room,3,0.01
sh,3,0.01
shackleford,3,0.01
shadows,3,0.01
shape,3,0.01
sheds,3,0.01
shiny,3,0.01
shiver,3,0.01
shoes,3,0.01
sholy,3,0.01
shore;,3,0.01
shout,3,0.01
shovel,3,0.01
shovels,3,0.01
shoving,3,0.01
sick-room,3,0.01
side;,3,0.01
sifted,3,0.01
sigh,3,0.01
sight;,3,0.01
signal,3,0.01
sixty,3,0.01
sk,3,0.01
skasely,3,0.01
skip,3,0.01
sky;,3,0.01
skylight,3,0.01
slam,3,0.01
slap,3,0.01
sleepy,3,0.01
slips,3,0.01
smallpox,3,0.01
smelt,3,0.01
smouched,3,0.01
snaked,3,0.01
snapped,3,0.01
sneak,3,0.01
sneaking,3,0.01
snoring,3,0.01
snow,3,0.01
so:,3,0.01
sober,3,0.01
softened,3,0.01
soliloquy,3,0.01
somehow;,3,0.01
something;,3,0.01
song,3,0.01
sooner,3,0.01
sot,3,0.01
soun,3,0.01
spanish,3,0.01
sparks,3,0.01
speck,3,0.01
spinning,3,0.01
spite,3,0.01
spreading,3,0.01
sprung,3,0.01
spute,3,0.01
stan,3,0.01
start;,3,0.01
steep,3,0.01
steering-oar,3,0.01
sticking,3,0.01
stirring,3,0.01
stomach-ache,3,0.01
straightened,3,0.01
strain,3,0.01
strangers,3,0.01
strength,3,0.01
strung,3,0.01
stumped,3,0.01
sublime,3,0.01
such-like,3,0.01
sucked,3,0.01
suffering,3,0.01
sugar,3,0.01
suit,3,0.01
sumfn,3,0.01
sun-bonnet,3,0.01
sunday,3,0.01
suspicioned,3,0.01
swabbing,3,0.01
swallow,3,0.01
swarm,3,0.01
sweeps,3,0.01
swelled,3,0.01
swords,3,0.01
swore,3,0.01
sympathy,3,0.01
tails,3,0.01
talkin,3,0.01
tame,3,0.01
tangled,3,0.01
tattooed,3,0.01
thankful,3,0.01
theater,3,0.01
thickest,3,0.01
thinnest,3,0.01
thou,3,0.01
thy,3,0.01
time:,3,0.01
times;,3,0.01
to-day,3,0.01
to-morrow,3,0.01
tole,3,0.01
tools,3,0.01
tooth,3,0.01
tow,3,0.01
towns,3,0.01
trade,3,0.01
tribe,3,0.01
trod,3,0.01
trot,3,0.01
troublesome,3,0.01
tryin,3,0.01
tub,3,0.01
u,3,0.01
ud,3,0.01
uncomfortable,3,0.01
understood,3,0.01
uneasy;,3,0.01
unregular,3,0.01
up-town,3,0.01
upon,3,0.01
ups,3,0.01
upstairs,3,0.01
use;,3,0.01
user,3,0.01
v,3,0.01
waltz,3,0.01
wanting,3,0.01
warmed,3,0.01
warming-pan,3,0.01
warranties,3,0.01
waste,3,0.01
watchers,3,0.01
water-moccasins,3,0.01
wave,3,0.01
wear,3,0.01
west,3,0.01
whirls,3,0.01
whiskers,3,0.01
whisky;,3,0.01
whispered,3,0.01
whitewashed,3,0.01
will;,3,0.01
wondered,3,0.01
wood-rank,3,0.01
wooden,3,0.01
world;,3,0.01
worn,3,0.01
worried,3,0.01
wrack,3,0.01
writes,3,0.01
written,3,0.01
xiv,3,0.01
yaller-boys,3,0.01
yawl,3,0.01
yelled,3,0.01
yet;,3,0.01
yourn,3,0.01
*****,2,0.00
--,2,0.00
--en,2,0.00
--in,2,0.00
--s,2,0.00
--the,2,0.00
--which,2,0.00
10,2,0.00
50,2,0.00
501,2,0.00
6,2,0.00
90,2,0.00
======,2,0.00
],2,0.00
_a-a-men,2,0.00
_all,2,0.00
_always_,2,0.00
_and_,2,0.00
_anyway,2,0.00
_before_,2,0.00
_count_,2,0.00
_dey_,2,0.00
_dozen_,2,0.00
_ever_,2,0.00
_felt_,2,0.00
_first_,2,0.00
_for_,2,0.00
_go_,2,0.00
_help,2,0.00
_here_,2,0.00
_just_,2,0.00
_let_,2,0.00
_mighty_,2,0.00
_never_,2,0.00
_niggers_,2,0.00
_nobody_,2,0.00
_off_,2,0.00
_on_,2,0.00
_one_,2,0.00
_only_,2,0.00
_our_,2,0.00
_out_,2,0.00
_plunkety-plunk_,2,0.00
_reckon,2,0.00
_reckon_,2,0.00
_see_,2,0.00
_some_,2,0.00
_the_,2,0.00
_them,2,0.00
_to_,2,0.00
_told_,2,0.00
_tom,2,0.00
_up_,2,0.00
_wanted_,2,0.00
_wasn,2,0.00
_we,2,0.00
_what_,2,0.00
_with_,2,0.00
_won,2,0.00
_yes_,2,0.00
a-booming,2,0.00
a-coming;,2,0.00
a-crying,2,0.00
a-doing,2,0.00
a-drinkin,2,0.00
a-floating,2,0.00
a-flying,2,0.00
a-hunting,2,0.00
a-mooning,2,0.00
a-mumbling,2,0.00
a-raging,2,0.00
a-reeling,2,0.00
a-running,2,0.00
a-shaking,2,0.00
a-smiling,2,0.00
a-stirring,2,0.00
a-trembling,2,0.00
a-visiting,2,0.00
a-whooping,2,0.00
a-wondering,2,0.00
able,2,0.00
about;,2,0.00
absent-minded,2,0.00
accepted,2,0.00
accidents,2,0.00
accordance,2,0.00
acquainted,2,0.00
active,2,0.00
acts,2,0.00
adcock,2,0.00
admission,2,0.00
adventure,2,0.00
advertise,2,0.00
advice,2,0.00
advises,2,0.00
aft,2,0.00
afterward,2,0.00
age,2,0.00
ah,2,0.00
alarm,2,0.00
all--that,2,0.00
allowances,2,0.00
also,2,0.00
also:,2,0.00
alwuz,2,0.00
amaz,2,0.00
amazing,2,0.00
ambuscade,2,0.00
america,2,0.00
among,2,0.00
animals,2,0.00
ankle,2,0.00
ann,2,0.00
anywheres;,2,0.00
apthorps,2,0.00
arc,2,0.00
archive:,2,0.00
are;,2,0.00
aristocracy,2,0.00
armpits,2,0.00
art,2,0.00
as--,2,0.00
ascii,2,0.00
ashore;,2,0.00
asks,2,0.00
astonishment,2,0.00
astraddle,2,0.00
attention,2,0.00
audience,2,0.00
available,2,0.00
awhile;,2,0.00
awnings,2,0.00
baby,2,0.00
backwards,2,0.00
banged,2,0.00
bare,2,0.00
barefooted,2,0.00
bareheaded,2,0.00
barely,2,0.00
barking,2,0.00
barlow,2,0.00
bars,2,0.00
based,2,0.00
baths,2,0.00
bead,2,0.00
beatenest,2,0.00
bedstead,2,0.00
befo,2,0.00
before;,2,0.00
beforehand,2,0.00
begone,2,0.00
belongs,2,0.00
berries,2,0.00
berth,2,0.00
bes,2,0.00
betray,2,0.00
betsy,2,0.00
bile,2,0.00
birth,2,0.00
biscuits,2,0.00
bitter,2,0.00
blame;,2,0.00
blaming,2,0.00
blank,2,0.00
blast,2,0.00
blessing,2,0.00
blistered,2,0.00
blows,2,0.00
bluffs,2,0.00
bolt,2,0.00
bonnet,2,0.00
boot,2,0.00
booth,2,0.00
borrowing,2,0.00
borry,2,0.00
bothering,2,0.00
boun,2,0.00
bounced,2,0.00
bows,2,0.00
box,2,0.00
boxes,2,0.00
boy;,2,0.00
brain-fever,2,0.00
braver,2,0.00
breach,2,0.00
breakfast--i,2,0.00
breaks,2,0.00
breas,2,0.00
brickbat,2,0.00
bricksville,2,0.00
bridgewater,2,0.00
brisk,2,0.00
brisker,2,0.00
brown,2,0.00
browsing,2,0.00
bucket,2,0.00
budge;,2,0.00
bugged,2,0.00
bugs,2,0.00
bulge,2,0.00
bulging,2,0.00
bulrushers,2,0.00
bunched,2,0.00
burnt,2,0.00
burton,2,0.00
but--,2,0.00
bymeby,2,0.00
cabbage,2,0.00
calculated,2,0.00
can;,2,0.00
canoe;,2,0.00
capered,2,0.00
capet,2,0.00
captive,2,0.00
captivity,2,0.00
cards,2,0.00
carved,2,0.00
castle,2,0.00
cat-nap,2,0.00
catching,2,0.00
cause,2,0.00
caved,2,0.00
caves,2,0.00
cavorting,2,0.00
chances,2,0.00
chaps,2,0.00
character,2,0.00
chase,2,0.00
chasing,2,0.00
chawed,2,0.00
chawing,2,0.00
cheap,2,0.00
check,2,0.00
cheek,2,0.00
cheer,2,0.00
cheered,2,0.00
cheerful,2,0.00
chest,2,0.00
chicken-bone,2,0.00
chillen,2,0.00
chinks,2,0.00
chip,2,0.00
chisel,2,0.00
christmas,2,0.00
chuckle,2,0.00
chuckleheads,2,0.00
cipher,2,0.00
circuses,2,0.00
clasp-knife,2,0.00
claws,2,0.00
clay,2,0.00
clearing,2,0.00
clemens,2,0.00
clerk,2,0.00
clo,2,0.00
closed,2,0.00
closest,2,0.00
clothes-line,2,0.00
cloud,2,0.00
clouds,2,0.00
clump,2,0.00
coats,2,0.00
cocked,2,0.00
coffins,2,0.00
col,2,0.00
collar,2,0.00
collected,2,0.00
complexion,2,0.00
